COMP_K,COMP_R,COMP_RHKMFWY,COMP_RHKM,MAXSW20_COMP_RHKMFWY,MAXSW20_COMP_RHKM,AVG_DNA_IDX,AVG_RNA_IDX,AVG_DRNA_IDX,MAXSW15_AVG_RNA_IDX
0.39425,0.25556,0.53752,0.47528,0.57143,0.46667,0.48753,0.38371,0.44146,0.34744
0.381,0.14349,0.68,0.44802,0.57143,0.4,0.58702,0.46886,0.53467,0.38397
0.19385,?,0.51011,0.33126,0.64286,0.46667,0.49803,0.40266,0.45584,0.39423
0.19843,0.25299,?,0.3414,0.71429,0.53333,0.47674,0.3883,0.43766,0.5141
0.18582,0.26908,0.5043,0.38007,0.64286,0.6,0.5052,0.4389,0.47629,0.56218
0.12881,0.1594,0.39423,0.28466,0.42857,?,0.42897,0.34798,0.39316,0.41474
0.16967,0.26246,?,0.38239,0.5,?,?,0.42634,0.4508,0.33333
0.22852,0.24851,0.47616,0.33681,0.57143,0.46667,0.48916,?,0.44447,0.3891
0.29585,0.17085,?,0.44397,0.64286,0.53333,0.5183,0.41001,0.47028,?
?,0.17837,0.33378,0.27501,0.35714,0.4,0.45265,0.34569,0.40506,0.30192
0.16967,0.17497,0.4784,0.25547,0.57143,0.6,0.59102,?,0.51345,0.35385
0.31771,0.46465,0.60029,?,0.57143,0.6,0.62405,0.61207,0.62024,0.68718
0.36732,1.0,0.9672,0.97169,0.57143,0.53333,0.99514,1.0,1.0,0.56026
0.23001,0.15326,0.37891,0.29816,0.42857,0.33333,0.39343,0.33948,0.36986,0.38974
0.1753,0.26513,0.37317,?,0.64286,0.46667,0.37716,0.39367,0.38569,0.50385
0.22039,0.5,0.58708,0.50459,?,0.46667,0.65652,0.59698,0.6311,0.46538
0.19996,0.14847,0.34431,0.2417,0.35714,0.33333,0.39595,0.31098,0.35824,0.27628
0.19274,0.19081,0.46134,0.29283,0.42857,0.33333,0.42835,0.34452,0.39124,0.34615
0.01402,0.27763,0.36721,0.25274,0.35714,0.26667,0.43173,?,0.38097,0.29936
?,0.36552,0.48312,0.34702,0.57143,0.46667,0.48578,0.40933,0.4522,0.53782
0.22132,0.13694,?,0.30326,0.57143,0.4,0.47655,0.35015,?,0.35192
0.18483,0.24579,0.51759,0.32998,0.64286,0.6,0.52799,0.40707,0.47423,0.43077
0.06297,0.2987,?,0.2102,0.5,0.26667,0.46261,0.34776,0.41144,0.33141
0.47238,0.35973,0.80535,?,0.64286,0.53333,0.65341,0.63479,0.64665,0.43974
?,0.27125,?,0.35117,0.57143,0.46667,0.44651,0.39618,0.42474,0.40641
0.40552,0.25091,0.73051,0.50899,0.64286,0.46667,0.51028,0.44425,0.48151,0.38205
0.27982,0.18645,0.55625,0.37841,0.42857,0.4,0.57287,0.42951,0.50899,0.33462
0.26881,0.66529,0.77714,0.617,0.64286,0.53333,?,0.68232,0.71629,0.43654
0.44191,0.16084,0.56642,0.4526,0.42857,0.46667,0.5124,0.41651,0.47001,0.25577
0.24527,?,0.53272,0.36588,0.64286,0.46667,0.48619,?,0.43214,0.37564
0.20867,0.19008,0.48571,0.32866,0.71429,0.6,0.45859,0.37988,0.4239,0.49615
0.32542,0.29118,0.64201,0.44439,0.71429,0.73333,0.52499,0.43955,0.4874,0.52949
?,0.16335,?,0.32256,0.78571,0.53333,0.44965,0.35857,0.40929,0.5141
0.30172,0.12446,0.48571,0.3188,0.57143,0.4,0.44959,0.34744,0.40418,0.30769
0.14185,0.10325,0.44398,0.25839,0.5,0.26667,0.46494,0.35045,0.41394,0.27885
0.23982,0.14261,?,0.35394,0.71429,?,0.45105,?,0.40528,0.38654
?,0.17424,0.52104,?,0.64286,0.46667,0.44948,0.39965,0.42794,0.35449
0.21261,0.16616,0.52817,0.36284,0.71429,0.4,0.40728,0.36239,0.38788,?
0.30881,0.25113,0.56637,?,0.57143,0.4,0.49014,0.40046,0.45053,0.39808
0.17739,0.13171,0.42299,0.26596,0.5,0.33333,0.43617,0.34622,0.39629,0.33846
0.01915,0.30801,0.48406,0.2928,0.5,0.26667,0.4876,0.38704,0.44302,0.35064
0.26881,0.14256,0.45922,0.28187,0.64286,0.4,0.43264,0.33015,0.38703,0.33013
?,0.10542,0.5298,0.33119,0.57143,0.4,0.44023,0.30872,0.3814,0.2609
0.25116,0.16953,0.54085,0.33324,0.57143,0.4,0.50225,0.37005,0.44327,0.33269
0.3061,0.4697,0.62087,0.54123,0.71429,0.66667,0.60157,0.596,0.60063,0.64423
0.10762,0.10654,0.31865,0.1852,0.57143,0.26667,0.30471,0.27757,0.29314,0.26474
0.16264,?,0.52623,0.42775,0.5,0.46667,0.52023,0.49211,0.50878,0.41667
0.3129,?,?,0.44252,0.5,0.46667,0.52452,0.45396,0.49372,0.58333
0.15188,0.21144,0.43987,0.25422,0.42857,0.33333,0.47911,0.35362,0.42313,0.37179
0.19063,0.15012,0.49468,?,0.5,0.33333,0.44761,0.36324,0.4103,0.34231
0.14455,0.33841,0.37723,0.31772,0.64286,0.53333,0.41445,0.3538,0.38788,0.4859
0.27133,0.25946,0.53251,0.37042,0.5,0.33333,?,?,0.40431,?
0.22979,0.20073,0.39712,0.33204,0.35714,?,0.4011,?,0.38257,0.23846
0.24331,0.17842,0.49038,0.30508,0.57143,0.4,0.49351,0.36488,0.43614,0.37949
0.12288,0.23655,?,0.26974,0.42857,0.33333,0.42594,0.36669,0.40004,0.30833
0.12543,0.25566,0.36609,0.29738,0.5,0.53333,0.37657,0.34834,0.36469,0.39808
0.15099,0.18685,0.38898,0.26642,0.42857,0.33333,?,0.40156,0.46882,0.36282
0.05325,0.04562,0.16285,0.04402,0.5,0.2,0.37784,0.20765,0.3012,0.31346
0.25923,0.13748,0.42663,0.31542,0.57143,0.53333,0.3903,0.33857,0.36774,?
0.22435,0.15617,0.49297,0.35763,?,0.4,0.43612,0.40192,0.42168,0.41282
0.21612,0.21882,?,0.36849,0.64286,0.53333,0.45822,0.43942,0.45086,0.57564
?,0.24761,0.45504,0.32672,0.5,0.4,0.41219,0.34827,0.38413,0.32372
0.10179,0.41566,0.40145,0.33874,0.42857,0.4,0.37146,0.39062,0.38119,?
0.21718,?,0.43927,0.34023,0.64286,?,?,0.33079,0.36681,0.44615
0.0,0.35301,?,0.32154,0.42857,?,0.43036,0.38058,?,0.32692
0.30977,?,0.48571,?,?,0.4,0.50181,0.37597,?,0.23782
0.14626,?,0.44456,0.31338,0.42857,0.33333,0.42971,0.36778,0.4026,0.33269
0.19878,0.19679,0.57682,0.3142,0.71429,0.4,0.49682,0.37927,0.44451,0.33269
0.13031,?,0.39432,0.29149,0.64286,0.53333,0.49011,0.38759,?,?
0.28161,0.04182,0.40023,0.26463,0.42857,0.33333,0.35775,?,0.33321,0.26795
0.13304,0.11525,?,0.2162,?,?,0.41569,?,0.37841,?
0.11623,?,0.39801,0.23623,?,0.33333,0.46849,0.36653,0.42322,0.40128
0.09843,0.203,0.23484,0.19755,0.28571,0.2,0.30703,0.27366,0.29262,0.26538
0.27322,0.08897,0.41875,0.28794,0.57143,0.53333,0.37211,0.26667,0.325,0.34423
0.17653,0.21845,0.54661,0.34889,0.57143,0.4,0.50073,0.42087,0.46563,?
?,0.33766,0.36625,0.30441,0.28571,0.26667,0.3923,0.32481,0.36255,?
0.13677,0.21861,0.39037,0.2814,?,0.53333,0.42039,?,0.38499,0.45128
0.16607,0.31543,0.40645,0.34937,0.57143,0.53333,0.40124,0.37016,0.38812,0.55577
?,0.33538,0.39953,?,?,0.4,0.37215,0.35725,?,0.41218
0.19713,0.19747,0.44038,0.32783,0.5,0.46667,0.43826,0.36807,0.4074,0.30962
?,0.26851,0.5266,0.43255,0.57143,0.46667,0.45963,0.39925,0.43331,?
0.30589,0.34248,0.67665,?,0.78571,0.73333,0.63676,0.56503,0.60572,0.60256
?,0.34137,0.47382,0.23712,0.35714,0.13333,?,0.30969,0.34026,0.31282
0.29132,0.6489,0.6666,0.62492,0.71429,0.6,0.69653,0.70275,0.70122,0.61154
0.1203,0.23683,0.38951,0.263,0.5,0.33333,0.40505,0.34517,0.37881,0.4391
0.08046,0.36508,0.49497,0.32883,0.57143,0.4,0.37262,0.36861,0.37178,0.35192
0.24138,0.2667,0.66414,0.40478,0.71429,0.53333,0.60409,?,0.54799,0.47564
0.15718,0.24313,0.41794,0.28031,0.57143,0.4,0.4242,0.36013,0.39609,0.40962
0.0203,0.3893,?,0.27678,0.5,?,0.38235,0.34077,0.36439,0.46859
0.24878,0.16676,0.44638,0.44711,0.5,0.46667,0.42354,0.38179,0.40562,0.41795
0.20316,0.16761,0.52426,0.31259,0.64286,0.4,0.46681,0.37472,0.42604,0.45385
0.43558,0.26655,0.65909,0.46108,0.71429,?,?,0.47456,?,0.50321
0.16974,0.30552,0.55225,0.447,0.64286,0.46667,0.48282,0.43268,0.46123,0.39872
0.24488,0.06061,?,0.23899,0.57143,0.26667,0.34059,0.26051,0.30496,0.30577
0.22316,?,0.47472,0.30915,0.57143,0.33333,0.46267,?,0.4465,0.38077
0.12069,0.06638,?,0.1884,0.42857,0.4,0.45427,?,0.37701,?
0.26585,0.2047,0.46941,0.40045,0.5,0.53333,0.49698,?,0.44885,0.40897
0.23774,0.21014,0.57065,0.32137,0.64286,0.33333,0.50751,0.3875,0.4541,?
0.16637,0.19301,0.44088,0.29315,0.5,0.4,0.40021,0.35448,0.38041,0.36667
0.08448,0.19602,0.38007,0.22777,0.5,0.33333,0.48296,0.36832,0.43194,0.4109
0.31389,0.18182,0.53409,0.39718,0.57143,0.46667,?,0.37553,0.42639,0.41474
0.24747,?,0.52693,0.34889,0.57143,?,0.46674,0.37349,0.42544,0.41538
0.15954,0.17948,?,?,0.5,0.26667,?,0.33149,0.40942,0.32821
0.1024,0.25344,0.47688,0.38719,0.5,0.4,0.43476,0.39546,0.41799,0.47564
?,0.04705,0.27589,0.14877,0.57143,0.33333,0.40594,0.23846,0.33061,0.44103
0.26714,0.09917,0.3544,0.27729,0.5,0.4,?,?,0.30856,?
0.23577,0.17505,0.48843,0.32734,0.57143,0.4,0.4626,0.38435,?,0.35385
0.0,0.07468,0.06939,?,?,0.0,0.21465,?,0.2032,0.08269
0.21662,?,0.44088,0.21926,0.57143,0.26667,0.37498,0.29246,0.33833,0.28654
0.12952,0.2477,0.52836,0.35036,0.64286,0.4,0.46049,0.38973,0.42943,0.3891
0.32362,0.16173,0.51255,0.38846,0.57143,0.53333,0.43816,0.38133,0.4134,?
0.12146,0.18566,0.3859,0.23221,0.64286,0.4,0.39964,?,0.35515,0.41346
0.17274,0.20041,0.37212,0.29101,0.42857,0.46667,0.38587,0.35808,0.37422,0.29551
0.3565,?,0.58948,0.36649,0.64286,0.46667,0.4878,0.38813,0.44363,0.36154
0.0942,0.52455,0.51212,0.43844,0.5,0.4,0.56745,0.49633,0.53651,0.51987
0.1931,0.21506,?,0.25982,0.5,0.33333,0.4348,0.3665,0.40479,0.40641
0.14652,0.26904,0.42131,0.3377,0.5,0.53333,0.42346,0.34041,0.3867,?
0.18659,0.20524,0.5322,0.34631,0.5,0.33333,0.46176,0.37807,0.4248,0.41795
0.17059,0.38199,0.51093,0.3894,0.5,0.46667,0.42931,0.39265,0.41373,0.60769
0.20087,0.35092,0.58761,0.43139,0.64286,0.46667,0.56694,0.48609,?,0.59936
?,0.33474,0.52764,0.3792,0.5,0.4,0.56696,0.47873,?,0.56154
0.17394,0.24599,0.62286,0.39226,?,0.4,0.53396,0.44107,0.493,0.35833
0.33793,0.39205,0.58771,0.48055,0.5,0.4,0.55153,?,0.54396,0.37372
0.07781,0.33014,0.43203,0.27683,0.5,0.46667,0.4989,0.40922,0.45931,0.42692
?,0.16858,0.45112,0.29275,0.57143,0.53333,0.47493,0.35414,0.42108,0.42308
0.25415,0.10484,0.44837,0.27965,0.5,0.33333,0.44751,0.35799,0.40786,0.26538
0.10611,?,0.3928,0.31836,0.42857,0.4,0.42019,0.3842,0.40489,0.54038
0.03281,0.33833,0.34047,0.263,0.35714,0.4,0.35724,0.35602,0.35763,0.40192
0.18489,0.22879,0.44142,0.35786,0.57143,0.4,0.42767,0.39439,0.41362,0.40641
0.21254,0.21041,0.51871,0.40454,0.57143,0.46667,0.48345,0.40054,0.44691,?
0.22271,?,0.3972,?,0.35714,0.33333,0.45605,0.35026,0.409,?
0.18517,0.17186,0.41386,?,0.35714,?,?,0.39976,0.42028,0.29936
0.2901,0.14554,0.43297,0.32641,0.57143,0.46667,?,?,0.3604,0.32628
?,?,0.4251,0.33878,0.57143,0.46667,0.41904,?,0.40836,0.44423
0.08209,0.23703,0.31817,0.29602,0.42857,0.33333,0.33918,0.35551,0.34753,0.31346
0.32145,0.16319,0.61366,0.35917,0.57143,0.53333,0.55268,0.42063,0.4939,0.36346
0.27098,0.26432,0.47912,0.38069,0.64286,0.66667,0.4811,0.38747,0.43966,0.46154
0.26915,?,0.45992,0.4421,0.35714,?,0.4158,0.35175,0.38768,0.31154
?,0.18061,0.34436,0.3307,0.42857,0.33333,0.36094,0.37141,0.36668,0.39103
0.29174,0.2106,0.54023,0.38223,0.57143,0.4,0.38963,0.37997,0.38626,0.29295
0.0719,0.3559,0.39891,0.26374,0.5,0.46667,0.51314,0.43131,0.47717,0.56026
0.24315,0.29475,0.47801,0.40643,0.71429,?,0.47113,0.3931,0.43678,?
?,0.36581,0.40808,0.28942,0.57143,0.46667,?,?,0.37992,0.42756
0.20331,0.19229,0.48997,0.33712,0.71429,0.6,0.46244,0.38243,0.42717,?
0.43604,0.1349,0.46691,0.41005,?,0.66667,0.42735,0.38047,0.4071,0.53205
0.22731,0.18753,0.3681,0.29033,0.64286,0.6,?,0.32747,0.39664,0.42949
0.08777,0.35301,0.6144,0.35436,0.57143,0.33333,0.61635,0.50407,?,0.4
0.22666,0.17849,0.52836,0.35917,0.42857,0.33333,0.45648,0.37654,0.42122,0.36282
0.21007,0.16953,0.41325,0.26235,0.5,0.33333,0.38463,0.34517,0.36765,0.33526
0.20175,0.28087,0.51181,0.33317,0.5,0.33333,0.51235,0.41256,0.46819,0.45769
0.2837,0.10325,0.59365,0.37074,0.57143,0.4,0.52084,0.37281,0.45469,0.36795
0.11564,0.46111,0.51452,0.39855,0.5,0.46667,0.44732,0.42975,0.44049,0.45897
?,?,0.52987,0.32017,0.57143,0.4,0.51186,0.40377,0.46391,0.39744
0.12633,0.20844,0.38222,0.28983,0.57143,0.53333,0.41311,0.35381,0.38715,0.45321
0.24202,0.21075,0.5893,0.41036,0.57143,0.46667,0.52306,0.42728,?,0.36795
0.25394,0.04834,0.35432,0.26366,0.42857,0.33333,0.32968,0.28424,0.30982,0.25705
?,0.26223,0.41839,?,0.42857,0.4,0.44104,0.38612,0.41716,?
0.17747,0.11896,0.48444,0.29266,0.64286,0.46667,?,?,0.43403,0.37628
0.38621,0.11948,0.45796,0.33686,0.57143,0.33333,?,0.40038,0.44904,0.26795
0.34698,0.13068,?,0.34513,0.42857,0.46667,0.39693,0.35415,0.37847,0.3109
0.20175,0.0,0.25083,0.19169,0.14286,0.13333,0.18869,0.12619,0.16068,0.03141
0.19052,0.17373,0.4909,0.30639,0.57143,0.4,0.50057,0.39629,?,0.36603
0.13578,?,0.52735,0.33385,0.57143,0.4,0.44277,0.38302,0.41668,0.48526
0.06862,0.31841,0.39991,0.32537,0.35714,0.26667,0.35494,0.3163,0.33826,0.38654
0.16092,0.19913,0.43576,0.26463,0.57143,0.4,0.41209,0.35069,0.38517,0.39295
0.2987,0.20453,0.48949,0.37744,0.64286,0.66667,0.47145,0.35392,?,0.44744
0.03051,0.22655,?,0.14442,0.42857,0.26667,0.33363,?,?,0.42692
0.2876,0.08897,0.51465,0.39371,0.64286,0.4,0.43908,0.38757,0.41675,0.30385
0.03335,0.31639,0.35534,0.25188,0.35714,?,0.36623,0.34744,0.35863,0.44167
0.18774,0.16999,?,0.27354,?,?,0.33712,0.26914,0.307,0.36154
?,0.22323,0.48364,0.30991,0.57143,0.4,0.47636,0.39284,0.43952,0.39295
0.32338,0.09004,0.46619,0.35091,0.57143,0.46667,0.40192,0.34903,0.37886,0.29038
0.23714,?,0.54707,0.34889,0.57143,0.46667,0.48197,?,0.42787,0.35513
0.32673,0.11552,0.47605,0.29768,0.5,0.33333,0.46623,0.34402,0.41171,0.26026
0.26536,?,0.53802,0.35699,0.5,0.46667,0.50369,0.40442,0.45974,0.42564
0.26201,0.11639,0.48224,0.32963,0.5,0.46667,0.42224,0.35299,0.39177,0.34103
0.17989,0.19081,0.43474,0.30244,0.5,0.4,0.42541,0.37933,0.40552,0.39744
0.11391,0.04699,0.2434,?,0.14286,0.2,0.28023,0.29409,0.2873,?
?,0.31848,0.35061,0.27914,0.42857,0.33333,0.3175,0.29647,0.30875,0.40833
0.22422,0.21801,0.47743,0.4068,0.5,0.46667,0.47107,0.4032,0.44136,0.27436
0.07573,0.36313,0.45796,0.33827,0.5,0.46667,0.43885,0.41529,0.42927,0.35192
0.25185,0.08112,0.34439,0.22824,0.57143,0.4,0.41611,?,0.35679,0.33526
0.15188,0.1253,0.34819,0.17374,0.28571,0.2,0.49234,0.35426,0.43065,0.26603
?,0.33094,0.52345,0.34586,?,0.46667,0.58775,0.46714,0.53429,0.39295
0.11769,0.12483,?,0.24199,0.42857,0.33333,0.38257,0.29876,0.34535,0.26987
0.23972,0.1866,0.50039,0.37878,0.64286,0.53333,0.41202,0.36293,0.39072,0.44359
0.18545,0.28049,0.4715,0.39,0.5,0.46667,0.46718,0.40006,0.4378,0.44744
0.12288,0.34758,0.4297,0.31497,0.5,0.4,0.41263,0.37538,0.39673,?
0.20374,0.26082,0.55236,0.41108,0.71429,0.6,0.47965,0.43702,0.46148,0.39038
0.28547,0.10502,0.52031,0.31427,0.5,0.4,0.46241,0.3386,?,0.32179
0.14471,0.35814,0.4725,0.3351,0.57143,0.46667,0.41404,0.40047,0.40895,0.45449
0.15742,0.11688,0.30108,0.1945,0.42857,0.26667,0.36079,0.29134,0.33006,0.31154
0.29132,?,0.52089,0.37432,0.57143,0.46667,0.47647,0.39213,0.43926,0.51282
?,?,0.59988,0.43576,0.57143,0.53333,0.57629,?,0.5128,0.44167
0.22529,0.08871,0.51751,0.24165,0.64286,?,0.50791,0.33485,0.43031,0.33974
0.32553,0.17264,0.67287,0.44939,0.64286,0.4,0.49875,0.42078,?,0.27885
0.30159,0.18182,0.43636,0.3325,0.5,0.4,?,0.30982,0.36519,0.47821
0.22833,0.24488,0.48046,0.33751,0.42857,0.4,0.45571,0.35896,?,0.35128
?,0.18845,0.32812,0.22594,0.64286,0.46667,0.38812,0.29249,?,0.3359
0.1043,0.33558,0.37778,?,0.42857,0.33333,0.37338,0.37659,0.37584,0.25897
0.22946,0.30976,0.55048,0.45032,0.64286,0.6,0.57166,0.46056,?,0.5609
0.06089,0.22604,0.57498,0.31473,0.57143,0.46667,0.62056,0.45344,0.54597,0.58077
0.14822,0.25678,0.45504,0.30455,0.42857,0.33333,0.44483,0.38791,0.42004,0.33718
?,0.20531,?,0.22805,0.5,0.33333,0.46863,0.36254,0.42147,0.43718
0.03011,0.24215,0.28191,0.16404,0.42857,0.33333,0.33489,0.27365,0.30784,0.45321
0.20344,0.06993,0.33951,0.26576,0.35714,0.26667,?,0.15792,0.2168,0.18013
0.32404,0.05729,0.50967,0.36044,0.35714,0.33333,0.40741,0.36056,0.38712,0.2859
0.16669,0.30004,0.47787,0.32433,0.42857,0.33333,0.49383,0.41901,?,0.36731
0.22782,0.19466,0.44923,0.3374,0.64286,?,0.44279,0.37637,0.41366,0.33397
0.23668,0.19526,0.49705,0.34561,0.5,0.46667,?,?,0.41383,0.46987
?,0.28688,0.51186,0.35112,0.5,0.4,0.53188,0.41899,0.48179,0.42308
0.17786,0.14673,0.51639,?,0.5,0.33333,0.43726,0.3814,0.41294,0.23974
0.11218,0.17352,0.29949,0.2003,0.35714,0.2,0.40788,0.29752,0.35862,?
0.11483,0.27067,0.46497,0.27936,0.57143,0.4,0.47396,0.39172,0.4377,0.42179
0.07473,0.31852,0.33821,0.31266,0.42857,0.4,0.37885,0.36787,0.37485,0.39103
0.16268,0.30197,?,0.37563,?,0.46667,?,0.41719,0.44801,0.55192
0.23395,0.28951,0.38708,0.31648,0.5,0.33333,0.45028,0.352,?,0.32244
0.37097,0.27257,0.57069,0.47825,0.57143,0.53333,0.44224,0.35785,0.40491,0.41923
0.25558,0.10542,?,0.30995,0.64286,0.26667,0.68658,0.44852,0.5798,0.32308
0.07212,0.28049,0.35066,0.30522,?,0.4,0.3562,0.35406,0.35617,0.31154
0.10801,0.24824,?,0.27964,0.5,0.33333,0.31726,0.31618,?,0.32821
0.21491,?,0.44481,0.28237,0.57143,0.33333,0.44867,0.33445,0.39775,0.32885
0.20456,0.20251,?,0.30095,0.71429,?,0.42607,0.38969,0.4106,0.44295
0.07228,0.20126,0.40156,0.29257,0.35714,0.33333,0.37491,0.32445,0.35288,0.27628
0.19929,0.24662,0.48273,0.36834,0.71429,0.6,0.5074,0.40759,0.46321,0.56282
0.15437,0.16077,0.35311,0.25343,0.57143,0.46667,0.41241,0.31077,0.36713,0.43077
0.30721,0.12672,0.5387,0.31059,0.42857,0.33333,0.40297,0.28718,0.35121,?
0.08947,0.28958,0.42517,0.33945,?,0.46667,0.4178,0.38549,0.40417,0.50705
0.1056,0.33604,0.40245,0.29999,?,0.4,?,0.33531,0.33003,0.44679
0.28914,0.10063,0.4826,0.33312,0.71429,0.6,?,?,0.4018,0.37885
0.25806,0.18248,0.51327,0.30446,0.64286,0.4,0.4413,0.34629,0.39913,0.37308
0.35345,0.22403,0.65224,0.44992,0.71429,0.6,0.51536,0.46771,?,0.51218
0.09103,0.32384,0.35815,?,0.35714,0.33333,0.37552,0.34353,0.36192,0.30256
0.2082,0.27747,0.57135,0.38284,0.57143,?,0.51784,0.43462,0.48125,?
0.18118,?,0.46805,0.31648,0.5,0.4,0.38598,0.32318,0.35835,0.29487
0.20481,0.12672,0.32675,0.20846,0.35714,?,0.39441,0.34462,0.37275,0.2
0.16044,0.24818,?,0.32514,0.64286,0.53333,0.39253,0.36915,0.3829,0.48462
0.24637,?,0.47792,0.3576,0.64286,0.53333,0.45888,0.37819,0.42328,0.44295
0.19421,0.19227,0.59961,0.36342,0.5,0.4,0.56834,0.45552,?,0.40192
0.28519,0.25769,0.51343,0.41013,0.71429,?,0.4912,0.39242,0.44744,0.48269
0.25727,0.1807,0.57446,0.3645,0.64286,?,0.55373,0.42918,0.49838,0.39487
0.23596,?,0.60054,0.35625,0.57143,0.4,0.59704,0.46248,?,0.37564
?,0.11545,?,0.29203,?,0.4,0.39385,0.32123,0.36176,0.27436
0.2075,0.2201,0.54707,0.31563,0.57143,0.33333,0.54087,0.4046,?,0.31218
0.22246,0.07865,0.49485,0.22871,?,0.33333,0.45085,0.28697,?,0.25192
0.08157,0.20188,0.29679,0.21524,0.42857,0.26667,?,0.31032,0.34817,0.375
0.14237,0.19472,0.45082,0.2807,0.71429,0.4,0.43881,0.36003,0.40404,0.3641
0.2057,0.32727,0.5516,0.38919,0.5,0.33333,0.53712,0.41936,0.48482,0.37756
0.19345,0.14214,0.35329,0.28031,0.5,0.53333,0.3458,0.29213,?,0.35705
0.22833,0.1507,0.40695,0.2578,0.42857,0.33333,0.38446,0.31727,0.35483,0.27885
0.13416,0.17948,0.31811,0.22322,0.57143,0.46667,0.3894,0.29118,0.34563,0.41538
0.29998,0.33333,0.5913,0.43361,0.85714,0.6,?,0.45533,0.49417,0.50321
0.27741,0.14043,0.45092,0.29544,0.64286,0.4,0.40018,?,0.36168,0.29808
0.25308,0.09211,0.47801,0.35075,0.71429,0.53333,0.44737,0.37222,0.41427,0.4
0.27034,0.16727,0.4624,0.29834,0.35714,0.26667,0.46985,0.37609,?,0.26154
0.22989,0.28448,0.41038,0.37469,0.57143,0.46667,0.40704,0.41812,0.41317,0.53077
0.34168,0.0753,0.49379,0.30571,0.64286,0.4,0.42945,0.35313,?,0.42308
0.12701,0.1667,0.33834,0.27596,0.64286,0.6,0.43788,0.34427,0.39633,?
0.4318,0.13939,0.48571,0.40507,0.5,0.4,?,0.32012,0.38334,0.24936
0.1618,0.18878,0.41635,?,0.64286,0.4,0.3683,0.25258,0.31648,0.33718
0.10709,?,0.28048,0.17681,0.35714,0.26667,?,0.21558,0.2668,0.23013
?,0.292,0.43775,0.2743,0.42857,0.4,0.39177,0.36315,0.37976,0.43269
0.40849,0.04595,0.38964,0.31648,0.35714,?,0.35276,0.31074,0.33453,0.17692
0.30985,0.11982,0.56421,0.3332,0.57143,0.33333,0.48955,0.36915,0.43592,0.28397
?,0.23232,0.4916,0.25953,0.5,0.33333,0.50776,0.41424,0.46644,0.40897
0.10901,?,?,0.27706,0.5,0.4,0.51315,0.40227,0.46393,0.39167
?,0.05361,0.39106,0.08963,0.42857,0.13333,0.56569,0.34417,0.46613,0.25256
0.20481,0.08146,0.21069,0.17928,0.42857,0.4,0.28834,0.2183,0.25715,0.33141
0.09771,0.26199,0.43094,0.30524,?,0.4,0.42877,0.36193,0.39942,0.31538
0.1142,0.09636,0.34694,0.14504,0.5,0.33333,0.41659,0.26501,0.34854,0.30577
0.07807,0.24842,0.37222,0.29467,0.42857,0.4,0.43295,0.3643,0.40278,0.37308
0.07366,0.34184,0.43648,0.35463,0.5,0.4,?,0.40771,0.42497,0.35513
0.25796,0.19153,0.50796,0.41,0.57143,0.4,0.38569,0.35596,0.37315,0.2891
0.32257,0.15207,0.46452,0.39294,?,0.46667,?,0.39062,0.41542,0.29423
0.19607,0.24263,0.52351,0.3417,0.64286,0.46667,0.5073,0.42294,0.47016,0.45321
0.11348,0.26526,0.36392,0.25772,0.42857,0.46667,0.54125,0.41242,0.48391,0.65513
0.0259,?,0.32269,0.2472,0.57143,0.33333,0.382,0.34365,0.36552,0.41667
0.08065,0.31938,0.36469,0.2775,0.5,0.33333,0.34661,?,0.34897,?
0.09072,0.29469,0.46616,0.33476,0.64286,0.33333,0.45035,0.39538,0.42647,0.42436
0.26322,0.1964,0.42896,0.33297,0.71429,0.66667,0.46503,?,0.40279,?
0.11927,0.31979,?,0.32907,0.5,0.4,0.48069,0.42072,0.4546,0.35256
0.22529,0.12081,0.48312,0.33204,0.57143,0.46667,0.43437,0.35721,0.40032,?
0.28628,0.17713,0.37515,0.39777,0.5,0.46667,0.31525,0.31659,?,?
0.16729,0.17745,0.50632,0.2601,0.64286,0.46667,0.53903,0.39818,0.4762,0.40577
0.29385,0.04545,0.58708,0.44964,0.57143,?,0.33106,0.27371,0.30577,0.27692
0.24613,0.22226,?,0.37543,0.57143,0.53333,0.44938,?,0.41633,0.56154
0.23521,0.21384,0.5387,0.39437,0.64286,0.6,0.48273,0.39169,0.44248,0.46026
0.14986,0.32453,0.56972,0.3928,0.57143,0.53333,0.53086,0.44144,0.49147,0.54936
0.32582,0.23261,0.5801,0.40878,?,0.53333,0.53114,0.42181,0.48267,0.34615
0.26787,0.0255,0.45728,0.37458,0.42857,0.4,0.37285,0.30574,0.34322,0.21731
0.18111,0.29543,0.44241,?,0.64286,0.46667,0.44845,0.37332,0.41537,0.41987
0.24596,0.14557,0.49309,0.30356,0.5,0.26667,0.4627,0.35228,0.41355,0.32308
0.04417,0.2551,0.29397,0.20846,0.57143,0.46667,0.30294,0.24885,0.27907,0.57756
0.15841,0.21562,0.47843,0.31071,0.57143,0.4,0.50548,0.38332,0.45109,0.49936
0.19094,0.27195,0.52673,0.37764,0.71429,0.46667,0.53218,0.44333,0.49306,0.4359
0.274,0.05651,0.43846,0.35459,0.5,0.26667,0.41167,0.33355,0.37712,0.26923
0.18527,0.20175,0.35789,0.31563,0.5,0.46667,0.37694,0.35427,0.3676,0.38269
0.29014,?,0.47394,0.38081,0.5,0.4,0.39159,0.35418,0.37556,0.41474
